text,label
"Haha I heard that, text me when you're around",ham
You call times job today ok umma and ask them to speed up,ham
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,ham
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",ham
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",ham
Do I? I thought I put it back in the box,ham
Ard 515 like dat. Y?,ham
Thats cool. Where should i cum? On you or in you? :),ham
I got your back! Do you have any dislikes in bed?,ham
Loosu go to hospital. De dont let it careless.,ham
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham
Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,ham
"This is the 2nd attempt to contract U, you have won this weeks top prize of either ??1000 cash or ??200 prize. Just call 09066361921",spam
I think i am disturbing her da,ham
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ham
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,ham
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
Cause I'm not freaky lol,ham
This phone has the weirdest auto correct.,ham
"Me also da, i feel yesterday night  wait til 2day night dear.",ham
"Sorry, I'll call later In meeting.",ham
Today my system sh get ready.all is well and i am also in the deep well,ham
No da. I am happy that we sit together na,ham
Ok i shall talk to him,ham
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,ham
And popping &lt;#&gt; ibuprofens was no help.,ham
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ham
"This is one of the days you have a billion classes, right?",ham
Anything...,ham
You always make things bigger than they are,ham
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
Dude ive been seeing a lotta corvettes lately,ham
Me sef dey laugh you. Meanwhile how's my darling anjie!,ham
Yup... From what i remb... I think should be can book... ,ham
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham
"There'll be a minor shindig at my place later tonight, you interested?",ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham
"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",ham
network operator. The service is free. For T & C's visit 80488.biz,spam
Yeah my usual guy's out of town but there're definitely people around I know,ham
Happy new year to u too!,ham
Kallis is ready for bat in 2nd innings,ham
We can make a baby in yo tho,ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
Sure! I am driving but will reach my destination soon.,ham
I've reached already.,ham
I to am looking forward to all the sex cuddling.. Only two more sleeps ,ham
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,ham
I cant pick the phone right now. Pls send a message,ham
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham
Speaking of does he have any cash yet?,ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham
It is only yesterday true true.,ham
Customer place i will call you.,ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ??1.50,spam
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,ham
"G says you never answer your texts, confirm/deny",ham
Feel like trying kadeem again? :V,ham
Who u talking about?,ham
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,ham
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam
Yes... I trust u to buy new stuff ASAP so I can try it out,ham
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham
That means get the door,ham
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
"Sorry, I'll call later",ham
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham
"Not much, just some textin'. How bout you?",ham
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",ham
Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham
Can you use foreign stamps for whatever you send them off for? ,ham
Yes.he have good crickiting mind,ham
U ned to convince him tht its not possible witot hurting his feeling its the main,ham
Yup i'm free...,ham
CDs 4u: Congratulations ur awarded ??500 of CD gift vouchers or ??125 gift guaranteed & Freeentry 2 ??100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam
Wat time ?_ finish?,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,ham
Oh k.k..where did you take test?,ham
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,ham
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
I'm reaching home in 5 min.,ham
"URGENT! Your mobile No 077xxx WON a ??2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
U‰??ve Bin Awarded ??50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min ??50-??500. OptOut 08718727870,spam
Uhhhhrmm isnt having tb test bad when youre sick,ham
"Sorry, I'll call later",ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
K..k:)how much does it cost?,ham
When should I come over?,ham
Sent me ur email id soon,ham
I think the other two still need to get cash but we can def be ready by 9,ham
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,ham
"our mobile number has won ??5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ??MORROW. C U THIS WK? WHO WAS THE MSG 4? ?? RANDOM!,ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,ham
"Yeah, we can probably swing by once my roommate finishes up with his girl",ham
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",ham
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam
I'm meeting Darren...,ham
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,ham
Ok leave no need to ask,ham
Do you like Italian food?,ham
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,ham
Early bird! Any purchases yet?,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
"There're some people by mu, I'm at the table by lambda",ham
Ok. So april. Cant wait,ham
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
Dude how do you like the buff wind.,ham
R we still meeting 4 dinner tonight?,ham
Ok,ham
"Hmm well, night night ",ham
Its a great day. Do have yourself a beautiful one.,ham
Ok but tell me half an hr b4 u come i need 2 prepare.,ham
Thats cool. i am a gentleman and will treat you with dignity and respect.,ham
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham
"K, can that happen tonight?",ham
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,ham
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham
?? mean it's confirmed... I tot they juz say oni... Ok then... ,ham
Wherre's my boytoy ? :-(,ham
Its not that time of the month nor mid of the time?,ham
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam
Y so late but i need to go n get da laptop...,ham
Your right! I'll make the appointment right now.,ham
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham
Every day i use to sleep after  &lt;#&gt;  so only.,ham
Sorry me going home first... Daddy come fetch ?_ later...,ham
Cps is causing the outages to conserve energy.,ham
"Awesome, lemme know whenever you're around",ham
Hi my email address has changed now it is ,ham
Saw Guys and Dolls last night with Patrick Swayze it was great,ham
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,ham
Tell me they're female :V how're you throwing in? We're deciding what all to get now,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
Oh baby of the house. How come you dont have any new pictures on facebook,ham
Dhoni have luck to win some big title.so we will win:),spam
Or just do that 6times,ham
LOL ... No just was busy,ham
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam
Me too! Have a lovely night xxx,ham
Is xy in ur car when u picking me up?,ham
"As usual..iam fine, happy &amp; doing well..:)",ham
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,ham
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ham
What year. And how many miles.,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
"For ur chance to win a ??250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
You are a winner U have been specially selected 2 receive ??1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
No my mum went 2 dentist.,ham
I can make lasagna for you... vodka...,ham
Come by our room at some point so we can iron out the plan for this weekend,ham
I'm home. Ard wat time will u reach?,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ??150 prize. To collect is easy. Just call 09061743386 ,spam
URGENT! Your Mobile number has been awarded with a ??2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
Short But Cute : \ Be a good person ,ham
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham
Are there TA jobs available? Let me know please cos i really need to start working,ham
Oh ok wait 4 me there... My lect havent finish,ham
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham
Ok. How many should i buy.,ham
Wat time u finish ur lect today?,ham
I cant pick the phone right now. Pls send a message,ham
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham
I dont want to hear anything,ham
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
Talk to g and x about that,ham
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham
S s..first time..dhoni rocks...,ham
I like you peoples very much:) but am very shy pa.,ham
He didn't see his shadow. We get an early spring yay,ham
Did u got that persons story,ham
"Easy mate, * guess the quick drink was bit ambitious.",ham
Thats cool! I am a gentleman and will treat you with dignity and respect.,ham
Mm yes dear look how i am hugging you both. :-P,ham
Great! I shoot big loads so get ready!,ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham
I accidentally deleted the message. Resend please.,ham
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,ham
TELL HER I SAID EAT SHIT.,ham
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
Take some small dose tablet for fever,ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham
Ok.,ham
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",ham
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,ham
I'm in chennai velachery:),ham
Old Orchard near univ. How about you?,ham
"Yeah, where's your class at?",ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
Yeah I don't see why not,ham
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham
Hey i will be late ah... Meet you at 945+,ham
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT??S AL!!!!!!!!!,ham
Erutupalam thandiyachu,ham
"K, wat s tht incident?",ham
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
Lmao ok I wont be needing u to do my hair anymore.,ham
Okay same with me. Well thanks for the clarification,ham
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,ham
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam
I've reached home n i bathe liao... U can call me now...,ham
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham
I can send you a pic if you like :),ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ??33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
"Sounds good, keep me posted",ham
What???? Hello wats talks email address?,ham
You got called a tool?,ham
So how many days since then?,ham
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,ham
"Sir, I am waiting for your mail.",ham
"And very importantly, all we discuss is between u and i only.",ham
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,ham
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
Then ?_ wait 4 me at bus stop aft ur lect lar. If i dun c ?_ then i go get my car then come back n pick ?_.,ham
Yo! Howz u? girls never rang after india. L,ham
I want to be there so i can kiss you and feel you next to me,ham
Tmr timin still da same wat cos i got lesson until 6...,ham
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,ham
What you doing?how are you?,ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
No need to buy lunch for me.. I eat maggi mee..,ham
What was she looking for?,ham
One small prestige problem now.,ham
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,ham
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham
I am not at all happy with what you saying or doing,ham
Hi happy birthday. Hi hi hi hi hi hi hi,ham
Oh yeah clearly it's my fault,ham
Do you work all this week ?,ham
"Just sent again. Do you scream and moan in bed, princess?",ham
K.k.this month kotees birthday know?,ham
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
How are you doing. How's the queen. Are you going for the royal wedding,ham
XMAS iscoming & ur awarded either ??500 CD gift vouchers & free entry 2 r ??100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,spam
I am great! How are you?,ham
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham
Really? I crashed out cuddled on my sofa.,ham
I just really need shit before tomorrow and I know you won't be awake before like 6,ham
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham
"Gosh that , what a pain. Spose I better come then.",ham
Reply to win ??100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam
Spoons it is then okay?,ham
Captain is in our room:),ham
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham
Oh ok i didnt know what you meant. Yep i am baby jontin,ham
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,ham
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,ham
Ok lor... But buy wat?,ham
Ok.ok ok..then..whats ur todays plan,ham
Mm that time you dont like fun,ham
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",ham
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,ham
Lol! Oops sorry! Have fun. ,ham
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham
Sos! Any amount i can get pls.,ham
Yeah that's the impression I got,ham
"Loan for any purpose ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
?? only send me the contents page...,ham
No problem. We will be spending a lot of quality time together...,ham
"Its ok., i just askd did u knw tht no?",ham
WHAT TIME U WRKIN?,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Ding me on ya break fassyole! Blacko from londn,ham
Bring home some Wendy =D,ham
So that means you still think of teju,ham
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",ham
And now electricity just went out fml.,ham
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY ??10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
"Sorry, I'll call later",ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
You want to go? ,ham
"&lt;#&gt; , that's all? Guess that's easy enough",ham
It vl bcum more difficult..,ham
"Yo, the game almost over? Want to go to walmart soon",ham
"Thanks, I'll keep that in mind",ham
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham
"So check your errors and if you had difficulties, do correction.",ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
No i am not having not any movies in my laptop,ham
Oh... Kay... On sat right?,ham
"449050000301 You have won a ??2,000 price! To claim, call 09050000301.",spam
"Dear, will call Tmorrow.pls accomodate.",ham
Guess who spent all last night phasing in and out of the fourth dimension,ham
how are you? I miss you!,ham
So dont use hook up any how,ham
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham
Just normal only here :),ham
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,ham
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham
What you need. You have a person to give na.,ham
"Yun ah.the ubi one say if ?_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.?¬n",ham
"I'll text carlos and let you know, hang on",ham
Thanks. Fills me with complete calm and reassurance! ,ham
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
Its  &lt;#&gt; k here oh. Should i send home for sale.,ham
Yar but they say got some error.,ham
I‰??ll have a look at the frying pan in case it‰??s cheap or a book perhaps. No that‰??s silly a frying pan isn‰??t likely to be a book,ham
I think chennai well settled?,ham
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",ham
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
Dont worry. I guess he's busy.,ham
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",ham
All sounds good. Fingers . Makes it difficult to type,ham
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",ham
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,ham
"No I'm good for the movie, is it ok if I leave in an hourish?",ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
Well. Im computerless. Time to make some oreo truffles,ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
You have won a guaranteed 32000 award or maybe even ??1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,spam
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls??1/minMobsmore LKPOBOX177HP51FL,ham
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham
Yes but I don't care cause I know its there!,ham
None of that's happening til you get here though,ham
We have to pick rayan macleran there.,ham
?? eatin later but i'm eatin wif my frens now lei... ?? going home first? ,ham
am up to my eyes in philosophy,ham
K tell me anything about you.,ham
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham
Just do what ever is easier for you,ham
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham
Ok... Sweet dreams...,ham
Oh is it? Send me the address,ham
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham
Whens your radio show?,ham
"Haha, my friend tyler literally just asked if you could get him a dubsack",ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham
Hey what are you doing. Y no reply pa..,ham
I love your ass! Do you enjoy doggy style? :),ham
What's up. Do you want me to come online?,ham
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,ham
Nan sonathaya soladha. Why boss?,ham
Eh den sat u book e kb liao huh...,ham
"Goodmorning, today i am late for 1hr.",ham
yes baby! I need to stretch open your pussy!,ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham
